team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,4Q,13,140,73,2,run,3,successful,0.53,,0.67,0.48,N.Harris,,,T.Hornbuckle,D.Singleton,0.5,0.5,"22-N.Harris to BAMA 39 for 3 yards (59-T.Hornbuckle,16-D.Singleton)."
Alabama,4Q,13,141,74,1,pass,8,successful,,0.76,0.67,0.47,,M.Jones,M.Tennison,D.Singleton,,1,,10-M.Jones complete to 88-M.Tennison. 88-M.Tennison to BAMA 47 for 8 yards (16-D.Singleton).
Alabama,4Q,13,142,75,2,run,4,successful,0.55,,0.68,0.48,N.Harris,,,L.Johnson,,1,,22-N.Harris pushed ob at DUK 49 for 4 yards (33-L.Johnson).
Alabama,4Q,13,143,76,1,run,-3,not successful,0.53,,0.67,0.48,N.Harris,,,S.Heyward,,1,,22-N.Harris to BAMA 48 for -3 yards (42-S.Heyward).
Alabama,4Q,13,144,77,2,penalty,,not successful,,,0.66,,,,,S.Jones,,1,,"10-M.Jones to BAMA 48 for no gain (53-S.Jones). Penalty on BAMA 74-J.Wills, Holding, declined."
Alabama,4Q,13,146,79,3,pass,5,not successful,,0.74,0.65,0.48,,M.Jones,J.Waddle,M.Carter,L.Johnson,0.5,0.5,"10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to DUK 42 for 5 yards (26-M.Carter,33-L.Johnson)."
Alabama,4Q,13,147,80,4,run,4,successful,0.55,,0.65,0.49,M.Jones,,,K.Quansah,,1,,10-M.Jones to DUK 38 for 4 yards (49-K.Quansah).
Alabama,4Q,13,148,81,1,run,-1,not successful,0.53,,0.64,0.49,J.Ford,,,T.McSwain,C.Rumph,0.5,0.5,"27-J.Ford to DUK 39 for -1 yard (95-T.McSwain,96-C.Rumph)."
Alabama,4Q,13,149,82,2,pass,,not successful,,0.72,0.64,0.49,,M.Jones,T.Shavers,,,,,10-M.Jones incomplete. Intended for 14-T.Shavers.
Alabama,4Q,13,150,83,3,pass,9,not successful,,0.70,0.63,0.48,,M.Jones,J.Ford,M.Waters,,1,,10-M.Jones complete to 27-J.Ford. 27-J.Ford pushed ob at DUK 30 for 9 yards (10-M.Waters).
Duke,4Q,11,152,55,1,run,2,not successful,0.25,,0.24,0.52,M.Durant,,,P.Mathis,,1,,21-M.Durant to DUK 32 for 2 yards (48-P.Mathis).
Duke,4Q,11,153,56,2,run,3,not successful,0.24,,0.23,0.53,M.Durant,,,M.Benton,,1,,21-M.Durant to DUK 35 for 3 yards (36-M.Benton).
Duke,4Q,11,154,57,3,pass,1,not successful,,0.22,0.23,0.52,,Q.Harris,M.Durant,P.Surtain,,1,,18-Q.Harris complete to 21-M.Durant. 21-M.Durant to DUK 36 for 1 yard (2-P.Surtain).
Alabama,4Q,14,156,85,1,run,4,not successful,0.51,,0.62,0.49,J.Ford,,,J.Alexander,,1,,27-J.Ford to DUK 45 for 4 yards (30-J.Alexander).
Alabama,4Q,14,157,86,2,run,1,not successful,0.50,,0.61,0.49,K.Robinson,,,D.Jordan,K.Quansah,0.5,0.5,"2-K.Robinson to DUK 44 for 1 yard (86-D.Jordan,49-K.Quansah)."
Alabama,4Q,14,158,87,3,run,4,not successful,0.49,,0.60,0.50,K.Robinson,,,L.Young,,1,,2-K.Robinson to DUK 40 for 4 yards (23-L.Young).
Alabama,4Q,14,159,88,4,run,3,successful,0.50,,0.61,0.51,J.Ford,,,K.Quansah,T.McSwain,0.5,0.5,"27-J.Ford to DUK 37 for 3 yards (49-K.Quansah,95-T.McSwain)."
Alabama,4Q,14,160,89,1,run,37,explosive,0.51,,0.61,0.51,J.Ford,,,,,,, 27-J.Ford runs 37 yards for a touchdown.
Duke,4Q,12,163,59,1,run,3,not successful,0.23,,0.22,0.53,B.Brown,,,B.Young,,1,,8-B.Brown to DUK 28 for 3 yards (47-B.Young).
Duke,4Q,12,164,60,2,pass,8,successful,,0.25,0.24,0.52,,Q.Harris,N.Gray,J.Moody,S.Wynn,0.5,0.5,"18-Q.Harris complete to 87-N.Gray. 87-N.Gray to DUK 36 for 8 yards (42-J.Moody,90-S.Wynn)."
Duke,4Q,12,165,61,1,run,-8,not successful,0.22,,0.24,0.53,8,,,,,,,to DUK 28 for -8 yards.
Duke,4Q,12,166,62,2,run,6,not successful,0.21,,0.23,0.54,M.Durant,,,J.Moody,P.Mathis,0.5,0.5,"21-M.Durant to DUK 34 for 6 yards (42-J.Moody,48-P.Mathis)."
Duke,4Q,12,167,63,3,pass,15,successful,,0.28,0.25,0.53,,Q.Harris,D.Philyaw-Johnson,,,,,"18-Q.Harris incomplete. Intended for 85-D.Philyaw-Johnson. Penalty on BAMA 11-S.Carter, Pass interference, 15 yards, enforced at DUK 34. No Play."
Duke,4Q,12,168,64,1,run,1,not successful,0.21,,0.24,0.54,Q.Harris,,,P.Mathis,,1,,18-Q.Harris to BAMA 50 for 1 yard (48-P.Mathis).
Duke,4Q,12,169,65,2,run,7,successful,0.23,,0.25,0.55,M.Durant,,,,,,,21-M.Durant to BAMA 43 for 7 yards.
Duke,4Q,12,170,66,3,run,3,successful,0.26,,0.27,0.55,M.Durant,,,P.Mathis,,1,,21-M.Durant to BAMA 40 for 3 yards (48-P.Mathis).
Duke,4Q,12,171,67,1,pass,,not successful,,0.27,0.26,0.54,,Q.Harris,A.Young,,,,,"18-Q.Harris incomplete. Intended for 81-A.Young, INTERCEPTED by 6-J.Battle at BAMA End Zone. 6-J.Battle, touchback."
