game,chart,team_num,offense,play_num,team_play,text,play_type,quarter,drive,down,red_zone,distance,yards,explosive,successful,uns_catches,uns,int,count,sr,xr,team_sr,team_xr,rr,rusher,passer,receiver,hex,hex_dark,extra_yards,avg_extra_yards
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,1,1,0,,,0,0,0,0,0,,,Holden Willis,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,1,0,0,,,0,0,0,0,0,,,Justin Olson,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,1,0,0,0,,,0,0,0,0,0,,,Jekail Middlebrook,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,0,3,0,,,0,0,0,0,0,,,Elijah Metcalf,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,0,2,0,,,0,0,0,0,0,,,Jeremy Tate Jr.,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,0,1,0,,,0,0,0,0,0,,,Javonte Sherman,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,receiver,2,Middle Tennessee,,,,,,,,,,,0,0,1,0,,,0,0,0,0,0,,,Kalani Norris,#2591F4CC,#004380CC,,0
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,1,1,Jekail Middlebrook run for 1 yd to the MTSU 31,Rush,3,,1,Other,10,1,0,0,,,,,0,0,0,0,1,Jekail Middlebrook,,,#2591F4CC,#004380CC,-4,-4
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,2,2,Nicholas Vattiato pass complete to Jekail Middlebrook for 21 yds to the ALA 48 for a 1ST down,Pass,3,,2,Other,11,21,1,1,,,,,1,1,0.5,0.5,0.5,,Nicholas Vattiato,Jekail Middlebrook,#2591F4CC,#004380CC,13.3,4.65
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,3,3,Nicholas Vattiato pass complete to Jacob Coleman for 10 yds to the ALA 38 for a 1ST down,Pass,3,,1,Other,10,10,0,1,,,,,1,0.5,0.67,0.33,0.33,,Nicholas Vattiato,Jacob Coleman,#2591F4CC,#004380CC,5,4.77
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,4,4,Jekail Middlebrook run for 6 yds to the ALA 32,Rush,3,,1,Other,10,6,0,1,,,,,0.5,0,0.75,0.25,0.5,Jekail Middlebrook,,,#2591F4CC,#004380CC,1,3.83
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,5,5,Nicholas Vattiato pass complete to Bryce Bailey for 3 yds to the ALA 29,Pass,3,,2,Other,4,3,0,1,,,,,1,0.33,0.8,0.2,0.4,,Nicholas Vattiato,Bryce Bailey,#2591F4CC,#004380CC,0.2,3.1
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,6,6,Nicholas Vattiato pass complete to AJ Toney for 7 yds to the ALA 22 for a 1ST down,Pass,3,,3,Other,1,7,0,1,,,,,1,0.25,0.83,0.17,0.33,,Nicholas Vattiato,AJ Toney,#2591F4CC,#004380CC,6,3.58
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,7,7,Jaiden Credle run for 2 yds to the ALA 20,Rush,3,,1,Other,10,2,0,0,,,,,0.33,0,0.71,0.14,0.43,Jaiden Credle,,,#2591F4CC,#004380CC,-3,2.64
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,8,8,Nicholas Vattiato pass complete to Holden Willis for 12 yds to the ALA 8 for a 1ST down,Pass,3,,2,Red zone,8,12,0,1,,,,,1,0.2,0.75,0.13,0.38,,Nicholas Vattiato,Holden Willis,#2591F4CC,#004380CC,6.4,3.11
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,9,9,Jaiden Credle run for no gain to the ALA 8,Rush,3,,1,Red zone,8,0,0,0,,,,,0.25,0,0.67,0.11,0.44,Jaiden Credle,,,#2591F4CC,#004380CC,-4,2.32
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,10,10,Braxton Crouse run for 1 yd to the ALA 7,Rush,3,,2,Red zone,8,1,0,0,,,,,0.2,0,0.6,0.1,0.5,Braxton Crouse,,,#2591F4CC,#004380CC,-4.6,1.63
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,11,11,Nicholas Vattiato pass complete to Bryce Bailey for 7 yds for a TD (Zeke Rankin KICK),Pass,3,,3,Red zone,7,7,0,1,,,,,1,0.17,0.64,0.09,0.45,,Nicholas Vattiato,Bryce Bailey,#2591F4CC,#004380CC,0,1.48
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,12,12,Nicholas Vattiato pass incomplete to DJ England-Chisolm,Pass,1,,1,Other,10,0,0,0,,,,,0.86,0.14,0.58,0.08,0.42,,Nicholas Vattiato,,#2591F4CC,#004380CC,-5,0.94
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,13,13,Nicholas Vattiato pass complete to Elijah Metcalf for no gain to the MTSU 25,Pass,1,,2,Other,10,0,0,0,,,,,0.75,0.13,0.54,0.08,0.38,,Nicholas Vattiato,Elijah Metcalf,#2591F4CC,#004380CC,-7,0.33
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,14,14,Nicholas Vattiato pass incomplete to Frank Peasant,Pass,1,,3,Other,15,0,0,0,,,,,0.67,0.11,0.5,0.07,0.36,,Nicholas Vattiato,,#2591F4CC,#004380CC,-15,-0.76
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,15,1,Jalen Milroe pass complete to Isaiah Bond for 7 yds to the ALA 44,Pass,1,,1,Other,10,7,0,1,,,,,1,0,1,0,0,,Jalen Milroe,Isaiah Bond,#E82525CC,#5A0000CC,2,2
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,16,2,Jase McClellan run for 4 yds to the ALA 40,Rush,1,,2,Other,3,4,0,1,,,,,1,0,1,0,0.5,Jase McClellan,,,#E82525CC,#5A0000CC,1.9,1.95
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,17,3,Jalen Milroe pass complete to Isaiah Bond for 15 yds to the MTSU 45 for a 1ST down,Pass,1,,3,Other,7,15,1,1,,,,,1,0.5,1,0.33,0.33,,Jalen Milroe,Isaiah Bond,#E82525CC,#5A0000CC,8,3.97
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,18,4,Jase McClellan run for 4 yds to the MTSU 41,Rush,1,,1,Other,10,4,0,0,,,,,0.5,0,0.75,0.25,0.5,Jase McClellan,,,#E82525CC,#5A0000CC,-1,2.73
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,19,5,Jase McClellan run for 20 yds to the MTSU 21 for a 1ST down,Rush,1,,2,Other,6,20,1,1,,,,,0.67,0.33,0.8,0.4,0.6,Jase McClellan,,,#E82525CC,#5A0000CC,15.8,5.34
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,20,6,Jalen Milroe run for 21 yds for a TD (Will Reichard KICK),Rush,1,,1,Other,10,21,1,1,,,,,0.75,0.5,0.83,0.5,0.67,Jalen Milroe,,,#E82525CC,#5A0000CC,16,7.12
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,21,15,Nicholas Vattiato pass complete to Jeremy Tate Jr. for 3 yds to the MTSU 23,Pass,1,,1,Other,15,3,0,0,,,,,0.6,0.1,0.47,0.07,0.33,,Nicholas Vattiato,Jeremy Tate Jr.,#2591F4CC,#004380CC,-4.5,-1.01
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,22,16,Nicholas Vattiato pass complete to DJ England-Chisolm for 4 yds to the MTSU 27,Pass,1,,2,Other,12,4,0,0,,,,,0.55,0.09,0.44,0.06,0.31,,Nicholas Vattiato,DJ England-Chisolm,#2591F4CC,#004380CC,-4.4,-1.23
2023-09-02 Middle Tennessee at Alabama,plays,2,Middle Tennessee,23,17,Nicholas Vattiato pass incomplete to Javonte Sherman,Pass,1,,3,Other,8,0,0,0,,,,,0.5,0.08,0.41,0.06,0.29,,Nicholas Vattiato,,#2591F4CC,#004380CC,-8,-1.62
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,24,7,Roydell Williams run for 5 yds to the MTSU 42,Rush,1,,1,Other,10,5,0,1,,,,,0.8,0.4,0.86,0.43,0.71,Roydell Williams,,,#E82525CC,#5A0000CC,0,6.1
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,25,8,Jalen Milroe pass complete to Roydell Williams for 4 yds to the MTSU 38,Pass,1,,2,Other,5,4,0,1,,,,,1,0.33,0.88,0.38,0.63,,Jalen Milroe,Roydell Williams,#E82525CC,#5A0000CC,0.5,5.4
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,26,9,Jalen Milroe run for 2 yds to the MTSU 36 for a 1ST down,Rush,1,,3,Other,1,2,0,1,,,,,0.83,0.33,0.89,0.33,0.67,Jalen Milroe,,,#E82525CC,#5A0000CC,1,4.91
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,27,10,Roydell Williams run for 4 yds to the MTSU 32,Rush,1,,1,Other,10,4,0,0,,,,,0.71,0.29,0.8,0.3,0.7,Roydell Williams,,,#E82525CC,#5A0000CC,-1,4.32
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,28,11,Jalen Milroe pass complete to CJ Dippre for 5 yds to the MTSU 27,Pass,1,,2,Other,6,5,0,1,,,,,1,0.25,0.82,0.27,0.64,,Jalen Milroe,CJ Dippre,#E82525CC,#5A0000CC,0.8,4
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,29,12,Roydell Williams run for 3 yds to the MTSU 24 for a 1ST down,Rush,1,,3,Other,1,3,0,1,,,,,0.75,0.25,0.83,0.25,0.67,Roydell Williams,,,#E82525CC,#5A0000CC,2,3.83
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,30,13,Jalen Milroe pass complete to Jermaine Burton for 9 yds to the MTSU 15,Pass,1,,1,Other,10,9,0,1,,,,,1,0.2,0.85,0.23,0.62,,Jalen Milroe,Jermaine Burton,#E82525CC,#5A0000CC,4,3.85
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,31,14,Jalen Milroe pass complete to Kobe Prentice for 7 yds to the MTSU 8 for a 1ST down,Pass,1,,2,Red zone,1,7,0,1,,,,,1,0.17,0.86,0.21,0.57,,Jalen Milroe,Kobe Prentice,#E82525CC,#5A0000CC,6.3,4.02
2023-09-02 Middle Tennessee at Alabama,plays,1,Alabama,32,15,Jase McClellan run for 6 yds to the MTSU 2,Rush,1,,1,Red zone,8,6,0,1,,,,,0.78,0.22,0.87,0.2,0.6,Jase McClellan,,,#E82525CC,#5A0000CC,2,3.89
