team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,1Q,1,2,1,1,Normal,pass,8,successful,,1.00,1.00,0.00,,M.Jones,D.Smith,T.Harris,C.Flott,0.5,0.5," 10-M.Jones complete to 6-D.Smith. 6-D.Smith to BAMA 33 for 8 yards (4-T.Harris,25-C.Flott). "
Alabama,1Q,1,3,2,2,Normal,run,12,successful,1.00,,1.00,0.50,N.Harris,,,J.Stevens,,1,, 22-N.Harris to BAMA 45 for 12 yards (7-J.Stevens). 
Alabama,1Q,1,4,3,1,Normal,pass,5,successful,,1.00,1.00,0.33,,M.Jones,D.Smith,J.Stevens,,1,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith to BAMA 50 for 5 yards (7-J.Stevens). 
Alabama,1Q,1,5,4,2,Normal,run,2,not successful,0.50,,0.75,0.50,N.Harris,,,N.Farrell,A.Gaye,0.5,0.5," 22-N.Harris to LSU 48 for 2 yards (92-N.Farrell,11-A.Gaye). "
Alabama,1Q,1,6,5,3,Normal,no play,5,successful,,,0.80,,,,,,,,," Penalty on LSU 92-N.Farrell, Offside, 5 yards, enforced at LSU 48. No Play. "
Alabama,1Q,1,7,6,1,Normal,pass,24,explosive,,1.00,0.83,0.40,,M.Jones,J.Metchie,T.Harris,,1,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie to LSU 19 for 24 yards (4-T.Harris). 
Alabama,1Q,1,8,7,1,Red Zone,run,5,successful,0.67,,0.86,0.50,N.Harris,,,C.Flott,J.Stevens,0.5,0.5," 22-N.Harris to LSU 14 for 5 yards (25-C.Flott,7-J.Stevens). "
Alabama,1Q,1,9,8,2,Red Zone,run,14,successful,0.75,,0.88,0.57,N.Harris,,,,,,, 22-N.Harris runs 14 yards for a touchdown. 
LSU,1Q,1,12,1,1,Normal,pass,5,successful,,1.00,1.00,0.00,,T.Finley,T.Carter,D.Wright,,1,, 11-T.Finley complete to 44-T.Carter. 44-T.Carter to LSU 30 for 5 yards (3-D.Wright). 
LSU,1Q,1,13,2,2,Normal,run,3,not successful,0.00,,0.50,0.50,T.Davis-Price,,,J.Eboigbe,,1,, 3-T.Davis-Price to LSU 33 for 3 yards (92-J.Eboigbe). 
LSU,1Q,1,14,3,3,Normal,pass,8,successful,,1.00,0.67,0.33,,T.Finley,K.Boutte,J.Jobe,,1,, 11-T.Finley complete to 1-K.Boutte. 1-K.Boutte pushed ob at LSU 41 for 8 yards (28-J.Jobe). 
LSU,1Q,1,15,4,1,Normal,pass,10,successful,,1.00,0.75,0.25,,T.Finley,A.Gilbert,D.Wright,,1,, 11-T.Finley complete to 2-A.Gilbert. 2-A.Gilbert pushed ob at BAMA 49 for 10 yards (3-D.Wright). 
