team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Texas A&M,1Q,1,2,1,1,Normal,run,4,not successful,0.00,,0.00,1.00,K.Mond,,,R.Davis,,1,,11-K.Mond scrambles to TXAM 29 for 4 yards (99-R.Davis).
Texas A&M,1Q,1,3,2,2,Normal,pass,5,successful,,1.00,0.50,0.50,,K.Mond,K.Rogers,T.Diggs,,1,,11-K.Mond complete to 13-K.Rogers. 13-K.Rogers to TXAM 34 for 5 yards (7-T.Diggs).
Texas A&M,1Q,1,4,3,3,Normal,run,1,successful,0.50,,0.67,0.67,I.Spiller,,,R.Davis,B.Young,0.5,0.5,"28-I.Spiller to TXAM 35 for 1 yard (99-R.Davis,47-B.Young)."
Texas A&M,1Q,1,5,4,1,Normal,run,4,not successful,0.33,,0.50,0.75,I.Spiller,,,S.Lee,,1,,28-I.Spiller to TXAM 39 for 4 yards (35-S.Lee).
Texas A&M,1Q,1,6,5,2,Normal,run,11,successful,0.50,,0.60,0.80,I.Spiller,,,X.McKinney,,1,,28-I.Spiller to BAMA 50 for 11 yards (15-X.McKinney).
Texas A&M,1Q,1,7,6,1,Normal,run,1,not successful,0.40,,0.50,0.83,I.Spiller,,,T.Lewis,,1,,28-I.Spiller to BAMA 49 for 1 yard (24-T.Lewis).
Texas A&M,1Q,1,8,7,2,Normal,pass,11,successful,,1.00,0.57,0.71,,K.Mond,J.Ausbon,S.Lee,,1,,11-K.Mond complete to 2-J.Ausbon. 2-J.Ausbon to BAMA 38 for 11 yards (35-S.Lee).
Texas A&M,1Q,1,9,8,1,Normal,pass,5,successful,,1.00,0.63,0.63,,K.Mond,Q.Davis,S.Carter,A.Jennings,0.5,0.5,"11-K.Mond complete to 1-Q.Davis. 1-Q.Davis to BAMA 33 for 5 yards (5-S.Carter,33-A.Jennings)."
Texas A&M,1Q,1,10,9,2,Normal,run,1,not successful,0.33,,0.56,0.67,I.Spiller,,,S.Lee,,1,,28-I.Spiller to BAMA 32 for 1 yard (35-S.Lee).
Texas A&M,1Q,1,11,10,3,Normal,run,3,not successful,0.29,,0.50,0.70,I.Spiller,,,S.Lee,X.McKinney,0.5,0.5,"28-I.Spiller to BAMA 29 for 3 yards (35-S.Lee,15-X.McKinney)."
Texas A&M,1Q,1,12,11,3,Normal,run,4,successful,0.38,,0.55,0.73,I.Spiller,,,S.Lee,X.McKinney,0.5,0.5,"28-I.Spiller to BAMA 28 for 4 yards (35-S.Lee,15-X.McKinney)."
Texas A&M,1Q,1,13,12,1,Normal,pass,14,successful,,1.00,0.58,0.67,,K.Mond,I.Spiller,P.Surtain,,1,,11-K.Mond complete to 28-I.Spiller. 28-I.Spiller pushed ob at BAMA 14 for 14 yards (2-P.Surtain).
Texas A&M,1Q,1,14,13,1,Red Zone,no play,5,successful,,,0.62,,,,,,,,,"Penalty on BAMA 2-P.Surtain, Offside, 5 yards, enforced at BAMA 14. No Play."
Texas A&M,1Q,1,15,14,1,Red Zone,no play,4,successful,,,0.64,,,,,P.Mathis,X.McKinney,0.5,0.5,"28-I.Spiller to BAMA 7 for 2 yards (48-P.Mathis,15-X.McKinney). Penalty on BAMA 33-A.Jennings, Offside, 4 yards, enforced at BAMA 9. No Play."
Texas A&M,1Q,1,16,15,1,Red Zone,pass,-15,not successful,,0.80,0.60,0.62,,K.Mond,Q.Davis,,,,,"11-K.Mond complete to 1-Q.Davis. 1-Q.Davis to BAMA 1 for 4 yards. Penalty on TXAM 13-K.Rogers, Personal Foul, 15 yards, enforced at BAMA 1."
Texas A&M,1Q,1,17,16,1,Red Zone,run,7,successful,0.44,,0.63,0.64,K.Mond,,,A.Jennings,,1,,11-K.Mond to BAMA 9 for 7 yards (33-A.Jennings).
Texas A&M,1Q,1,18,17,2,Red Zone,run,8,successful,0.50,,0.65,0.67,K.Mond,,,P.Mathis,,1,,11-K.Mond to BAMA 1 for 8 yards (48-P.Mathis).
Texas A&M,1Q,1,19,18,1,Red Zone,run,1,successful,0.55,,0.67,0.69,K.Mond,,,,,,, 11-K.Mond runs 1 yard for a touchdown.
Alabama,1Q,1,22,1,1,Normal,pass,3,not successful,,0.00,0.00,0.00,,T.Tagovailoa,N.Harris,B.Johnson,,1,,13-T.Tagovailoa complete to 22-N.Harris. 22-N.Harris pushed ob at BAMA 30 for 3 yards (1-B.Johnson).
Alabama,1Q,1,23,2,2,Normal,pass,11,successful,,0.50,0.50,0.00,,T.Tagovailoa,D.Smith,M.Jones,,1,,13-T.Tagovailoa complete to 6-D.Smith. 6-D.Smith to BAMA 41 for 11 yards (10-M.Jones).
