team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,1Q,1,2,1,1,Normal,run,8,successful,1.00,,1.00,1.00,N.Harris,,,A.Brule,,1,, 22-N.Harris to BAMA 25 for 8 yards (3-A.Brule). 
Alabama,1Q,1,3,2,2,Normal,pass,14,successful,,1.00,1.00,0.50,,M.Jones,M.Forristall,M.Emerson,,1,, 10-M.Jones complete to 87-M.Forristall. 87-M.Forristall to BAMA 39 for 14 yards (1-M.Emerson). 
Alabama,1Q,1,4,3,1,Normal,pass,15,successful,,1.00,1.00,0.33,,M.Jones,J.Metchie,,,,," 10-M.Jones incomplete. Intended for 8-J.Metchie. Penalty on MSST 19-C.Duncan, Pass interference, 15 yards, enforced at BAMA 39. No Play. "
Alabama,1Q,1,5,4,1,Normal,run,13,successful,1.00,,1.00,0.50,N.Harris,,,M.Emerson,L.Craft,0.5,0.5," 22-N.Harris to MSST 33 for 13 yards (1-M.Emerson,28-L.Craft). "
Alabama,1Q,1,6,5,1,Normal,pass,,not successful,,0.67,0.80,0.40,,M.Jones,J.Metchie,,,,, 10-M.Jones incomplete. Intended for 8-J.Metchie. 
Alabama,1Q,1,7,6,2,Normal,pass,10,successful,,0.75,0.83,0.33,,M.Jones,D.Smith,,,,," 10-M.Jones incomplete. Intended for 6-D.Smith. Penalty on MSST 19-C.Duncan, Pass interference, 10 yards, enforced at MSST 33. No Play. "
Alabama,1Q,1,8,7,1,Normal,pass,-6,not successful,,0.60,0.71,0.29,,M.Jones,D.Smith,M.Murphy,,1,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith pushed ob at MSST 29 for -6 yards (7-M.Murphy). 
Alabama,1Q,1,9,8,2,Normal,pass,7,not successful,,0.50,0.63,0.25,,M.Jones,J.Metchie,E.Forbes,,1,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie to MSST 22 for 7 yards (13-E.Forbes). 
Alabama,1Q,1,10,9,3,Normal,pass,,not successful,,0.43,0.56,0.22,,M.Jones,D.Smith,,,,, 10-M.Jones incomplete. Intended for 6-D.Smith. 
Mississippi State,1Q,1,13,1,1,Normal,pass,,not successful,,0.00,0.00,0.00,,K.Costello,J.Walley,,,,, 3-K.Costello incomplete. Intended for 31-J.Walley. 
Mississippi State,1Q,1,14,2,2,Normal,run,4,not successful,0.00,,0.00,0.50,J.Marks,,,C.Harris,,1,, 21-J.Marks to MSST 29 for 4 yards (8-C.Harris). 
Mississippi State,1Q,1,15,3,3,Normal,pass,,not successful,,0.00,0.00,0.33,,K.Costello,J.Walley,,,,, 3-K.Costello incomplete. Intended for 31-J.Walley. 
Alabama,1Q,2,17,11,1,Normal,run,9,successful,1.00,,0.60,0.30,N.Harris,,,C.Duncan,,1,, 22-N.Harris to BAMA 31 for 9 yards (19-C.Duncan). 
Alabama,1Q,2,18,12,2,Normal,run,0,not successful,0.75,,0.55,0.36,N.Harris,,,M.Spencer,E.Thompson,0.5,0.5," 22-N.Harris to BAMA 31 for no gain (42-M.Spencer,40-E.Thompson). "
Alabama,1Q,2,19,13,3,Normal,run,4,successful,0.80,,0.58,0.42,M.Jones,,,E.Forbes,,1,," 10-M.Jones to BAMA 29, FUMBLES. 22-N.Harris to BAMA 33 for 4 yards (13-E.Forbes). "
Alabama,1Q,2,20,14,1,Normal,pass,,not successful,,0.38,0.54,0.38,,M.Jones,J.Metchie,,,,, 10-M.Jones incomplete. Intended for 8-J.Metchie. 
Alabama,1Q,2,21,15,2,Normal,run,1,not successful,0.67,,0.50,0.43,N.Harris,,,E.Thompson,,1,, 22-N.Harris to BAMA 34 for 1 yard (40-E.Thompson). 
Alabama,1Q,2,22,16,3,Normal,pass,0,not successful,,0.33,0.47,0.40,,M.Jones,N.Harris,E.Forbes,,1,, 10-M.Jones complete to 22-N.Harris. 22-N.Harris to BAMA 34 for no gain (13-E.Forbes). 
Mississippi State,1Q,2,24,5,1,Normal,pass,2,not successful,,0.00,0.00,0.25,,K.Costello,B.Cumbest,B.Branch,,1,, 3-K.Costello complete to 25-B.Cumbest. 25-B.Cumbest to MSST 22 for 2 yards (14-B.Branch). 
Mississippi State,1Q,2,25,6,2,Normal,pass,4,not successful,,0.00,0.00,0.20,,K.Costello,J.Marks,B.Branch,,1,, 3-K.Costello complete to 21-J.Marks. 21-J.Marks to MSST 26 for 4 yards (14-B.Branch). 
Mississippi State,1Q,2,26,7,3,Normal,pass,,not successful,,0.00,0.00,0.17,,K.Costello,M.Heath,,,,, 3-K.Costello incomplete. Intended for 4-M.Heath. 
Alabama,1Q,3,28,18,1,Normal,run,10,successful,0.71,,0.50,0.44,N.Harris,,,M.Murphy,,1,, 22-N.Harris to BAMA 49 for 10 yards (7-M.Murphy). 
