team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Tennessee,4Q,11,151,76,4,Red Zone,run,,successful,0.41,,0.42,0.51,J.Guarantano,,,S.Lee,,,," 2-J.Guarantano Downed at the BAMA End Zone to BAMA 1, FUMBLES (35-S.Lee). 7-T.Diggs runs 100 yards for a touchdown."
Tennessee,4Q,12,154,77,1,Normal,run,7,successful,0.42,,0.43,0.52,E.Gray,,,S.Lee,,1,,3-E.Gray to TEN 32 for 7 yards (35-S.Lee).
Tennessee,4Q,12,155,78,2,Normal,pass,,not successful,,0.41,0.42,0.51,,J.Shrout,J.Palmer,,,,,12-J.Shrout incomplete. Intended for 5-J.Palmer.
Tennessee,4Q,12,157,80,3,Normal,pass,-12,not successful,,0.39,0.42,0.50,,J.Shrout,,T.Lewis,,1,,12-J.Shrout sacked at TEN 15 for -12 yards (24-T.Lewis).
Alabama,4Q,11,159,62,1,Normal,run,11,successful,0.67,,0.61,0.46,B.Robinson,,,N.Warrior,J.McCollough,0.5,0.5,"24-B.Robinson to TEN 27 for 11 yards (18-N.Warrior,22-J.McCollough)."
Alabama,4Q,11,160,63,1,Normal,run,5,successful,0.68,,0.62,0.47,B.Robinson,,,A.Taylor,,1,,24-B.Robinson to TEN 22 for 5 yards (2-A.Taylor).
Alabama,4Q,11,161,64,2,Normal,run,0,not successful,0.65,,0.61,0.48,B.Robinson,,,D.Johnson,W.Burrell,0.5,0.5,"24-B.Robinson to TEN 22 for no gain (13-D.Johnson,4-W.Burrell)."
Alabama,4Q,11,162,65,3,Normal,run,6,successful,0.67,,0.62,0.49,B.Robinson,,,D.Taylor,S.Shamburger,0.5,0.5,"24-B.Robinson to TEN 16 for 6 yards (19-D.Taylor,12-S.Shamburger)."
Alabama,4Q,11,163,66,1,Red Zone,run,3,not successful,0.64,,0.61,0.50,B.Robinson,,,N.Warrior,,1,,24-B.Robinson to TEN 13 for 3 yards (18-N.Warrior).
Alabama,4Q,11,164,67,2,Red Zone,run,4,not successful,0.62,,0.60,0.51,K.Robinson,,,J.Peterson,A.Solomon,0.5,0.5,"2-K.Robinson to TEN 9 for 4 yards (6-J.Peterson,98-A.Solomon)."
Alabama,4Q,11,165,68,3,Red Zone,run,2,not successful,0.60,,0.59,0.52,K.Robinson,,,J.Abercrombie,A.Solomon,0.5,0.5,"2-K.Robinson to TEN 7 for 2 yards (79-J.Abercrombie,98-A.Solomon)."
Alabama,4Q,11,166,69,4,Red Zone,run,0,not successful,0.58,,0.58,0.53,K.Robinson,,,A.Solomon,,1,,2-K.Robinson to TEN 7 for no gain (98-A.Solomon).
