team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Mississippi,1Q,1,2,1,1,Normal,pass,17,explosive,,1.00,1.00,0.00,,M.Corral,E.Moore,J.Battle,C.Harris,0.5,0.5," 2-M.Corral complete to 8-E.Moore. 8-E.Moore to MIS 42 for 17 yards (9-J.Battle,8-C.Harris). "
Mississippi,1Q,1,3,2,1,Normal,pass,52,explosive,,1.00,1.00,0.00,,M.Corral,K.Yeboah,C.Harris,P.Surtain,0.5,0.5," 2-M.Corral complete to 84-K.Yeboah. 84-K.Yeboah to BAMA 6 for 52 yards (8-C.Harris,2-P.Surtain). "
Mississippi,1Q,1,4,3,1,Red Zone,pass,,not successful,,0.67,0.67,0.00,,M.Corral,E.Moore,,,,, 2-M.Corral incomplete. Intended for 8-E.Moore. 
Mississippi,1Q,1,5,4,2,Red Zone,pass,6,successful,,0.75,0.75,0.00,,M.Corral,K.Yeboah,,,,, 2-M.Corral complete to 84-K.Yeboah. 84-K.Yeboah runs 6 yards for a touchdown. 
Alabama,1Q,1,8,1,1,Normal,run,7,successful,1.00,,1.00,1.00,N.Harris,,,K.Hill,T.Tisdale,0.5,0.5," 22-N.Harris to BAMA 22 for 7 yards (55-K.Hill,22-T.Tisdale). "
Alabama,1Q,1,9,2,2,Normal,pass,4,successful,,1.00,1.00,0.50,,M.Jones,J.Waddle,A.Finley,,1,, 10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to BAMA 26 for 4 yards (21-A.Finley). 
Alabama,1Q,1,10,3,1,Normal,pass,18,explosive,,1.00,1.00,0.33,,M.Jones,J.Waddle,M.Sanogo,,1,, 10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to BAMA 44 for 18 yards (46-M.Sanogo). 
Alabama,1Q,1,11,4,1,Normal,run,0,not successful,0.50,,0.75,0.50,N.Harris,,,T.Tisdale,T.Robinson,0.5,0.5," 22-N.Harris to BAMA 44 for no gain (22-T.Tisdale,95-T.Robinson). "
Alabama,1Q,1,12,5,2,Normal,pass,22,explosive,,1.00,0.80,0.40,,M.Jones,J.Waddle,K.Smith,,1,, 10-M.Jones complete to 17-J.Waddle. 17-J.Waddle to MIS 34 for 22 yards (20-K.Smith). 
Alabama,1Q,1,13,6,1,Normal,run,3,not successful,0.33,,0.67,0.50,N.Harris,,,J.Jones,,1,, 22-N.Harris to MIS 31 for 3 yards (38-J.Jones). 
Alabama,1Q,1,14,7,2,Normal,run,3,not successful,0.25,,0.57,0.57,N.Harris,,,D.Gill,,1,, 22-N.Harris to MIS 28 for 3 yards (14-D.Gill). 
Alabama,1Q,1,15,8,3,Normal,pass,4,successful,,1.00,0.63,0.50,,M.Jones,N.Harris,M.Sanogo,,1,, 10-M.Jones complete to 22-N.Harris. 22-N.Harris to MIS 24 for 4 yards (46-M.Sanogo). 
Alabama,1Q,1,16,9,1,Normal,pass,10,successful,,1.00,0.67,0.44,,M.Jones,D.Smith,J.Jones,,1,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith to MIS 14 for 10 yards (38-J.Jones). 
Alabama,1Q,1,17,10,1,Red Zone,pass,14,successful,,1.00,0.70,0.40,,M.Jones,D.Smith,,,,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith runs 14 yards for a touchdown. 
Mississippi,1Q,2,20,5,1,Normal,run,3,not successful,0.00,,0.60,0.20,E.Moore,,,P.Surtain,,1,, 8-E.Moore to MIS 28 for 3 yards (2-P.Surtain). 
Mississippi,1Q,2,21,6,2,Normal,pass,,not successful,,0.60,0.50,0.17,,M.Corral,J.Ealy,,,,, 2-M.Corral incomplete. Intended for 9-J.Ealy. 
Mississippi,1Q,2,22,7,3,Normal,pass,17,explosive,,0.67,0.57,0.14,,M.Corral,K.Yeboah,D.Hellams,,1,, 2-M.Corral complete to 84-K.Yeboah. 84-K.Yeboah to MIS 45 for 17 yards (29-D.Hellams). 
Mississippi,1Q,2,23,8,1,Normal,pass,11,successful,,0.71,0.63,0.13,,M.Corral,J.Mingo,,,,, 2-M.Corral complete to 1-J.Mingo. 1-J.Mingo to BAMA 44 for 11 yards. 
Mississippi,1Q,2,24,9,1,Normal,run,9,successful,0.50,,0.67,0.22,J.Ealy,,,D.Wright,C.Barmore,0.5,0.5," 9-J.Ealy to BAMA 35 for 9 yards (3-D.Wright,58-C.Barmore). "
Mississippi,1Q,2,25,10,2,Normal,run,-18,not successful,0.33,,0.60,0.30,18,,,,,,, to MIS 47 for -18 yards. 
Mississippi,1Q,2,26,11,3,Normal,run,2,not successful,0.25,,0.55,0.36,M.Corral,,,W.Anderson,,1,, 2-M.Corral scrambles to MIS 49 for 2 yards (31-W.Anderson). 
Alabama,1Q,2,28,11,1,Normal,run,12,successful,0.40,,0.73,0.45,N.Harris,,,K.Smith,,1,, 22-N.Harris to BAMA 32 for 12 yards (20-K.Smith). 
Alabama,1Q,2,29,12,1,Normal,run,11,successful,0.50,,0.75,0.50,J.Waddle,,,J.Jones,,1,, 17-J.Waddle to BAMA 43 for 11 yards (38-J.Jones). 
Alabama,1Q,2,30,13,1,Normal,pass,9,successful,,1.00,0.77,0.46,,M.Jones,J.Metchie,J.Hawkins,,1,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie to MIS 48 for 9 yards (23-J.Hawkins). 
Alabama,1Q,2,31,14,2,Normal,run,0,not successful,0.43,,0.71,0.50,N.Harris,,,L.Henry,,1,, 22-N.Harris to MIS 48 for no gain (0-L.Henry). 
Alabama,1Q,2,32,15,3,Normal,run,5,successful,0.50,,0.73,0.53,N.Harris,,,J.Jordan,M.Sanogo,0.5,0.5," 22-N.Harris to MIS 43 for 5 yards (2-J.Jordan,46-M.Sanogo). "
Alabama,1Q,2,33,16,1,Normal,pass,14,successful,,1.00,0.75,0.50,,M.Jones,N.Harris,A.Cistrunk,,1,, 10-M.Jones complete to 22-N.Harris. 22-N.Harris to MIS 29 for 14 yards (36-A.Cistrunk). 
Alabama,1Q,2,34,17,1,Normal,run,8,successful,0.56,,0.76,0.53,B.Robinson,,,A.Cistrunk,,1,, 4-B.Robinson to MIS 21 for 8 yards (36-A.Cistrunk). 
Alabama,1Q,2,35,18,2,Normal,pass,7,successful,,1.00,0.78,0.50,,M.Jones,D.Smith,K.Smith,,1,, 10-M.Jones complete to 6-D.Smith. 6-D.Smith to MIS 14 for 7 yards (20-K.Smith). 
Alabama,1Q,2,36,19,1,Red Zone,pass,13,successful,,1.00,0.79,0.47,,M.Jones,M.Forristall,Z.Baker,,1,, 10-M.Jones complete to 87-M.Forristall. 87-M.Forristall to MIS 1 for 13 yards (30-Z.Baker). 
Alabama,1Q,2,37,20,1,Red Zone,run,,not successful,0.50,,0.75,0.50,N.Harris,,,J.Hawkins,,,," 22-N.Harris to MIS 1, FUMBLES (23-J.Hawkins). 23-J.Hawkins to MIS 7 for 6 yards (6-D.Smith). "
Mississippi,1Q,3,38,13,1,Normal,run,34,explosive,0.40,,0.58,0.42,S.Conner,,,D.Moses,,1,, 24-S.Conner to MIS 41 for 34 yards (32-D.Moses). 
Mississippi,1Q,3,39,14,1,Normal,pass,11,successful,,0.75,0.62,0.38,,M.Corral,D.Drummond,J.Jobe,,1,, 2-M.Corral complete to 11-D.Drummond. 11-D.Drummond to BAMA 48 for 11 yards (28-J.Jobe). 
Mississippi,1Q,3,40,15,1,Normal,pass,1,not successful,,0.67,0.57,0.36,,M.Corral,E.Moore,W.Anderson,,1,, 2-M.Corral complete to 8-E.Moore. 8-E.Moore to BAMA 47 for 1 yard (31-W.Anderson). 
Mississippi,1Q,3,41,16,2,Normal,pass,10,successful,,0.70,0.60,0.33,,M.Corral,E.Moore,M.Moore,,1,, 2-M.Corral complete to 8-E.Moore. 8-E.Moore to BAMA 37 for 10 yards (13-M.Moore). 
Mississippi,1Q,3,42,17,1,Normal,run,11,successful,0.50,,0.63,0.38,J.Ealy,,,J.Battle,,1,, 9-J.Ealy to BAMA 26 for 11 yards (9-J.Battle). 
Mississippi,1Q,3,43,18,1,Normal,pass,-2,not successful,,0.64,0.59,0.35,,M.Corral,E.Moore,D.Moses,J.Battle,0.5,0.5," 2-M.Corral complete to 8-E.Moore. 8-E.Moore to BAMA 28 for -2 yards (32-D.Moses,9-J.Battle). "
Mississippi,2Q,4,44,19,2,Normal,pass,,not successful,,0.58,0.56,0.33,,M.Corral,J.Mingo,,,,, 2-M.Corral incomplete. Intended for 1-J.Mingo. 
