team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Michigan,2Q,6,55,24,2,pass,10,successful,,0.27,0.33,0.48,,S.Patterson,N.Eubanks,J.Koerner,,1,,2-S.Patterson complete to 82-N.Eubanks. 82-N.Eubanks to MICH 42 for 10 yards (28-J.Koerner).
Michigan,2Q,6,56,25,1,pass,,not successful,,0.25,0.32,0.45,,S.Patterson,R.Bell,,,,,2-S.Patterson incomplete. Intended for 8-R.Bell.
Michigan,2Q,6,57,26,2,run,1,not successful,0.36,,0.30,0.48,Z.Charbonnet,,,D.Nixon,,1,,24-Z.Charbonnet to MICH 43 for 1 yard (54-D.Nixon).
Michigan,2Q,6,58,27,3,run,3,not successful,0.33,,0.29,0.50,Z.Charbonnet,,,G.Stone,,1,,24-Z.Charbonnet to MICH 46 for 3 yards (9-G.Stone).
Iowa,2Q,7,60,27,1,pass,,not successful,,0.42,0.32,0.50,,N.Stanley,S.Beyer,,,,,4-N.Stanley incomplete. Intended for 42-S.Beyer.
Iowa,2Q,7,61,28,2,pass,-7,not successful,,0.38,0.31,0.48,,N.Stanley,,K.Paye,,1,,4-N.Stanley sacked at IOW 13 for -7 yards (19-K.Paye).
Iowa,2Q,7,63,30,3,pass,34,explosive,,0.43,0.33,0.46,,N.Stanley,B.Smith,L.Hill,,1,,4-N.Stanley complete to 12-B.Smith. 12-B.Smith to IOW 42 for 34 yards (24-L.Hill).
Iowa,2Q,7,64,31,1,pass,15,successful,,0.47,0.36,0.44,,N.Stanley,I.Smith-Marsette,,,,,"4-N.Stanley incomplete. Intended for 6-I.Smith-Marsette. Penalty on MICH 31-V.Gray, Pass interference, 15 yards, enforced at IOW 42. No Play."
Iowa,2Q,7,65,32,1,pass,,not successful,,0.44,0.34,0.43,,N.Stanley,T.Tracy,,,,,4-N.Stanley incomplete. Intended for 3-T.Tracy.
Iowa,2Q,7,66,33,2,pass,4,not successful,,0.41,0.33,0.41,,N.Stanley,N.Ragaini,D.Hill,,1,,4-N.Stanley complete to 89-N.Ragaini. 89-N.Ragaini to MICH 39 for 4 yards (30-D.Hill).
Iowa,2Q,7,67,34,3,pass,6,successful,,0.44,0.35,0.40,,N.Stanley,T.Tracy,D.Hill,,1,,4-N.Stanley complete to 3-T.Tracy. 3-T.Tracy to MICH 33 for 6 yards (30-D.Hill).
Iowa,2Q,7,68,35,1,run,3,not successful,0.23,,0.34,0.42,T.Young,,,K.Hudson,,1,,28-T.Young to MICH 30 for 3 yards (7-K.Hudson).
Iowa,2Q,7,69,36,2,pass,0,not successful,,0.42,0.33,0.41,,N.Stanley,,J.Glasgow,,1,,"4-N.Stanley sacked at MICH 37 for -7 yards. Penalty on IOW 4-N.Stanley, Intentional grounding, 0 yards, enforced at MICH 37. (29-J.Glasgow)."
Iowa,2Q,7,70,37,3,pass,,not successful,,0.40,0.32,0.39,,N.Stanley,B.Smith,,,,,4-N.Stanley incomplete. Intended for 12-B.Smith.
