Team,Quarter,SuccessRate,SuccessMax,ExpRate,ExpMax
Alabama,1,0.47,0.79,0.13,0.21
Arkansas,1,0.12,0.79,0.06,0.21
Alabama,2,0.45,0.79,0.18,0.21
Arkansas,2,0.13,0.79,0.07,0.21
Alabama,3,0.79,0.79,0.21,0.21
Arkansas,3,0.30,0.79,0.13,0.21
Alabama,4,0.62,0.79,0.15,0.21
Arkansas,4,0.45,0.79,0.05,0.21
Alabama,Game,0.56,0.79,0.17,0.21
Arkansas,Game,0.27,0.79,0.08,0.21
