team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Georgia,4Q,13,162,83,1,pass,12,successful,,0.48,0.51,0.43,,J.Fromm,G.Pickens,J.Horn,,1,,11-J.Fromm complete to 1-G.Pickens. 1-G.Pickens to SC 46 for 12 yards (1-J.Horn).
Georgia,4Q,13,163,84,1,run,3,not successful,0.52,,0.51,0.44,D.Swift,,,K.Enagbare,R.Roderick,0.5,0.5,"7-D.Swift to SC 43 for 3 yards (52-K.Enagbare,10-R.Roderick)."
Georgia,4Q,13,164,85,2,pass,,not successful,,0.47,0.50,0.43,,J.Fromm,D.Blaylock,,,,,11-J.Fromm incomplete. Intended for 8-D.Blaylock.
Georgia,4Q,13,165,86,3,pass,17,explosive,,0.48,0.51,0.43,,J.Fromm,D.Robertson,,,,,11-J.Fromm complete to 16-D.Robertson. 16-D.Robertson runs ob at SC 26 for 17 yards.
Georgia,4Q,13,166,87,1,pass,11,successful,,0.49,0.51,0.42,,J.Fromm,G.Pickens,J.Horn,,1,,11-J.Fromm complete to 1-G.Pickens. 1-G.Pickens pushed ob at SC 15 for 11 yards (1-J.Horn).
Georgia,4Q,13,167,88,1,pass,,not successful,,0.48,0.51,0.42,,J.Fromm,D.Robertson,,,,,11-J.Fromm incomplete. Intended for 16-D.Robertson.
Georgia,4Q,13,168,89,2,run,4,not successful,0.50,,0.50,0.43,Z.White,,,K.Smith,A.Sterling,0.5,0.5,"3-Z.White to SC 11 for 4 yards (95-K.Smith,15-A.Sterling)."
Georgia,4Q,13,169,90,3,pass,,not successful,,0.47,0.49,0.42,,J.Fromm,E.Wolf,,,,,11-J.Fromm incomplete. Intended for 17-E.Wolf.
Georgia,4Q,13,170,91,4,no play,5,successful,,,0.50,,,,,,,,,"11-J.Fromm incomplete. Intended for 17-E.Wolf. Penalty on SC 7-J.Robinson, Holding, 5 yards, enforced at SC 11. No Play."
Georgia,4Q,13,171,92,1,pass,6,successful,,0.48,0.51,0.41,,J.Fromm,D.Robertson,,,,, 11-J.Fromm complete to 16-D.Robertson. 16-D.Robertson runs 6 yards for a touchdown.
