team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Auburn,1Q,1,2,1,1,Normal,run,,not successful,0.00,,0.00,1.00,R.Thomas,,,,,,,"9-R.Thomas to AUB 35, FUMBLES. 19-R.Ragland to AUB 35 for no gain."
Alabama,1Q,1,3,1,1,Normal,run,4,not successful,0.00,,0.00,1.00,T.Yeldon,,,,,,,4-T.Yeldon to AUB 31 for 4 yards.
Alabama,1Q,1,4,2,2,Normal,run,16,explosive,0.50,,0.50,1.00,T.Yeldon,,,,,,,4-T.Yeldon to AUB 15 for 16 yards.
Alabama,1Q,1,5,3,1,Red Zone,pass,5,successful,,1.00,0.67,0.67,,B.Sims,A.Cooper,,,,,6-B.Sims complete to 9-A.Cooper. 9-A.Cooper to AUB 10 for 5 yards.
Alabama,1Q,1,6,4,2,Red Zone,run,2,not successful,0.33,,0.50,0.75,J.Fowler,,,,,,,45-J.Fowler to AUB 8 for 2 yards.
Alabama,1Q,1,7,5,3,Red Zone,run,8,successful,0.50,,0.60,0.80,T.Yeldon,,,,,,, 4-T.Yeldon runs 8 yards for a touchdown.
Auburn,1Q,2,10,2,1,Normal,pass,-1,not successful,,0.00,0.00,0.50,,N.Marshall,C.Grant,,,,,14-N.Marshall complete to 20-C.Grant. 20-C.Grant to AUB 24 for -1 yard.
Auburn,1Q,2,11,3,2,Normal,run,13,successful,0.50,,0.33,0.67,C.Artis-Payne,,,,,,,44-C.Artis-Payne to AUB 37 for 13 yards.
Auburn,1Q,2,12,4,1,Normal,penalty,15,successful,,,0.50,,,,,,,,,"44-C.Artis-Payne to AUB 38 for 1 yard. Penalty on BAMA 86-A.Robinson, Illegal use of hands, 15 yards, enforced at AUB 38."
Auburn,1Q,2,13,5,1,Normal,pass,,not successful,,0.00,0.40,0.50,,N.Marshall,D.Williams,,,,,14-N.Marshall incomplete. Intended for 1-D.Williams.
Auburn,1Q,2,14,6,2,Normal,run,28,explosive,0.67,,0.50,0.60,N.Marshall,,,,,,,14-N.Marshall to BAMA 19 for 28 yards.
Auburn,1Q,2,15,7,1,Red Zone,run,5,successful,0.75,,0.57,0.67,C.Artis-Payne,,,,,,,44-C.Artis-Payne to BAMA 14 for 5 yards.
Auburn,1Q,2,16,8,2,Red Zone,run,4,successful,0.80,,0.63,0.71,C.Artis-Payne,,,,,,,44-C.Artis-Payne to BAMA 10 for 4 yards.
Auburn,1Q,2,17,9,3,Red Zone,run,4,successful,0.83,,0.67,0.75,C.Artis-Payne,,,,,,,44-C.Artis-Payne to BAMA 6 for 4 yards.
