team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Texas A&M,4Q,11,151,74,2,Normal,pass,4,not successful,,0.41,0.42,0.37,,K.Mond,J.Wydermyer,C.Harris,,1,, 11-K.Mond complete to 85-J.Wydermyer. 85-J.Wydermyer to BAMA 28 for 4 yards (8-C.Harris). 
Texas A&M,4Q,11,152,75,3,Normal,pass,14,successful,,0.43,0.43,0.36,,K.Mond,J.Wydermyer,D.Hellams,,1,, 11-K.Mond complete to 85-J.Wydermyer. 85-J.Wydermyer to BAMA 14 for 14 yards (29-D.Hellams). 
Texas A&M,4Q,11,153,76,1,Red Zone,pass,,not successful,,0.42,0.43,0.36,,K.Mond,R.Renick,,,,, 11-K.Mond incomplete. Intended for 46-R.Renick. 
Texas A&M,4Q,11,154,77,2,Red Zone,pass,,not successful,,0.41,0.42,0.35,,K.Mond,R.Renick,,,,, 11-K.Mond incomplete. Intended for 46-R.Renick. 
Texas A&M,4Q,11,155,78,3,Red Zone,pass,14,successful,,0.42,0.43,0.35,,K.Mond,A.Smith,,,,, 11-K.Mond complete to 0-A.Smith. 0-A.Smith runs 14 yards for a touchdown. 
Alabama,4Q,13,158,58,1,Normal,pass,-4,not successful,,0.59,0.56,0.43,,M.Jones,,M.Clemons,,1,, 10-M.Jones sacked at BAMA 21 for -4 yards (2-M.Clemons). 
Alabama,4Q,13,159,59,2,Normal,run,14,successful,0.52,,0.57,0.44,B.Robinson,,,B.Johnson,,1,, 4-B.Robinson to BAMA 35 for 14 yards (1-B.Johnson). 
Alabama,4Q,13,160,60,1,Normal,run,2,not successful,0.50,,0.56,0.45,B.Robinson,,,B.Brown,,1,, 4-B.Robinson to BAMA 37 for 2 yards (5-B.Brown). 
Alabama,4Q,13,161,61,2,Normal,pass,63,explosive,,0.60,0.56,0.44,,M.Jones,J.Metchie,,,,, 10-M.Jones complete to 8-J.Metchie. 8-J.Metchie runs 63 yards for a touchdown. 
Texas A&M,4Q,12,164,79,1,Normal,pass,17,explosive,,0.43,0.44,0.34,,H.King,C.Lane,,,,, 13-H.King complete to 2-C.Lane. 2-C.Lane to TXAM 47 for 17 yards. 
Texas A&M,4Q,12,165,80,1,Normal,run,8,successful,0.44,,0.44,0.35,H.King,,,D.Hellams,,1,, 13-H.King scrambles to BAMA 45 for 8 yards (29-D.Hellams). 
Texas A&M,4Q,12,166,81,2,Normal,pass,,not successful,,0.43,0.44,0.35,,H.King,C.Lane,,,,, 13-H.King incomplete. Intended for 2-C.Lane. 
Texas A&M,4Q,12,167,82,3,Normal,run,7,successful,0.46,,0.45,0.36,H.King,,,J.Battle,,1,, 13-H.King to BAMA 38 for 7 yards (9-J.Battle). 
Texas A&M,4Q,12,168,83,1,Normal,run,3,not successful,0.44,,0.44,0.36,H.King,,,J.Battle,D.Moses,0.5,0.5," 13-H.King to BAMA 35 for 3 yards (9-J.Battle,32-D.Moses). "
Texas A&M,4Q,12,169,84,2,Normal,run,3,not successful,0.43,,0.43,0.37,H.King,,,C.Harris,,1,, 13-H.King to BAMA 32 for 3 yards (8-C.Harris). 
Texas A&M,4Q,12,170,85,3,Normal,run,22,explosive,0.45,,0.44,0.38,H.King,,,J.Battle,,1,, 13-H.King to BAMA 10 for 22 yards (9-J.Battle). 
Texas A&M,4Q,12,171,86,1,Red Zone,pass,,not successful,,0.42,0.44,0.38,,H.King,,,,,," 13-H.King incomplete. INTERCEPTED by 13-M.Moore at BAMA End Zone. 13-M.Moore, touchback. "
Alabama,4Q,14,172,62,1,Normal,run,9,successful,0.52,,0.57,0.45,T.Sanders,,,A.White,D.Hunter,0.5,0.5," 24-T.Sanders to BAMA 29 for 9 yards (32-A.White,6-D.Hunter). "
Alabama,4Q,14,173,63,2,Normal,run,-9,not successful,0.50,,0.56,0.46,9,,,D.Hunter,,1,, to BAMA 20 for -9 yards (6-D.Hunter). 
Alabama,4Q,14,174,64,3,Normal,run,5,not successful,0.48,,0.55,0.47,T.Sanders,,,C.Russell,,1,, 24-T.Sanders to BAMA 25 for 5 yards (24-C.Russell). 
