team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Alabama,3Q,9,103,49,3,run,0,not successful,0.64,,0.60,0.56,J.Jacobs,,,J.Davis,C.Ferrell,0.5,0.5,"8-J.Jacobs to CLE 40 for no gain (33-J.Davis,99-C.Ferrell)."
Alabama,3Q,9,104,50,4,run,2,successful,0.65,,0.61,0.57,J.Jacobs,,,J.Skalski,,1,,8-J.Jacobs to CLE 38 for 2 yards (47-J.Skalski).
Alabama,3Q,9,105,51,1,pass,,not successful,,0.52,0.60,0.55,,T.Tagovailoa,D.Smith,,,,,13-T.Tagovailoa incomplete. Intended for 6-D.Smith.
Alabama,3Q,9,106,52,2,run,9,successful,0.67,,0.60,0.56,D.Harris,,,I.Simmons,,1,,34-D.Harris to CLE 29 for 9 yards (11-I.Simmons).
Alabama,3Q,9,107,53,3,run,3,successful,0.68,,0.61,0.57,J.Jacobs,,,A.Bryant,A.Terrell,0.5,0.5,"8-J.Jacobs to CLE 26 for 3 yards (7-A.Bryant,8-A.Terrell)."
Alabama,3Q,9,108,54,1,pass,4,not successful,,0.50,0.60,0.56,,T.Tagovailoa,D.Smith,T.Mullen,,1,,13-T.Tagovailoa complete to 6-D.Smith. 6-D.Smith to CLE 22 for 4 yards (1-T.Mullen).
Alabama,3Q,9,109,55,2,pass,0,not successful,,0.48,0.59,0.55,,T.Tagovailoa,D.Smith,A.Terrell,,1,,"13-T.Tagovailoa complete to 6-D.Smith. 6-D.Smith to CLE 19, FUMBLES (8-A.Terrell). 6-D.Smith to CLE 22 for no gain."
Alabama,3Q,9,110,56,3,pass,,not successful,,0.46,0.58,0.54,,T.Tagovailoa,I.Smith,,,,,13-T.Tagovailoa incomplete. Intended for 82-I.Smith.
Alabama,3Q,9,111,57,4,run,-2,not successful,0.66,,0.57,0.55,M.Jones,,,N.Pinckney,,1,,10-M.Jones to CLE 24 for -2 yards (44-N.Pinckney).
Clemson,3Q,8,112,39,1,run,-2,not successful,0.27,,0.46,0.33,T.Lawrence,,,A.Jennings,,1,,16-T.Lawrence to CLE 22 for -2 yards (33-A.Jennings).
Clemson,3Q,8,113,40,2,pass,4,not successful,,0.48,0.44,0.32,,T.Lawrence,A.Rodgers,M.Wilson,,1,,16-T.Lawrence complete to 3-A.Rodgers. 3-A.Rodgers to CLE 26 for 4 yards (30-M.Wilson).
Clemson,3Q,8,114,41,3,pass,74,explosive,,0.50,0.46,0.31,,T.Lawrence,J.Ross,,,,, 16-T.Lawrence complete to 8-J.Ross. 8-J.Ross runs 74 yards for a touchdown.
Alabama,3Q,10,117,58,1,run,11,successful,0.67,,0.57,0.56,N.Harris,,,T.Muse,,1,,22-N.Harris to BAMA 41 for 11 yards (19-T.Muse).
Alabama,3Q,10,118,59,1,pass,23,explosive,,0.48,0.58,0.55,,T.Tagovailoa,D.Smith,A.Terrell,,1,,13-T.Tagovailoa complete to 6-D.Smith. 6-D.Smith to CLE 36 for 23 yards (8-A.Terrell).
Alabama,3Q,10,119,60,1,run,0,not successful,0.65,,0.57,0.55,N.Harris,,,C.Wilkins,,1,,22-N.Harris to CLE 36 for no gain (42-C.Wilkins).
Alabama,3Q,10,120,61,2,pass,16,explosive,,0.50,0.58,0.54,,T.Tagovailoa,J.Jacobs,T.Lamar,,1,,13-T.Tagovailoa complete to 8-J.Jacobs. 8-J.Jacobs pushed ob at CLE 20 for 16 yards (57-T.Lamar).
Alabama,3Q,10,121,62,1,pass,6,successful,,0.52,0.59,0.53,,T.Tagovailoa,J.Waddle,K.Wallace,,1,,13-T.Tagovailoa complete to 17-J.Waddle. 17-J.Waddle to CLE 14 for 6 yards (12-K.Wallace).
Alabama,3Q,10,122,63,2,pass,,not successful,,0.50,0.58,0.53,,T.Tagovailoa,H.Ruggs,,,,,13-T.Tagovailoa incomplete. Intended for 11-H.Ruggs.
Alabama,3Q,10,123,64,3,pass,,not successful,,0.48,0.57,0.52,,T.Tagovailoa,J.Jeudy,,,,,13-T.Tagovailoa incomplete. Intended for 4-J.Jeudy.
Alabama,3Q,10,124,65,4,run,3,not successful,0.63,,0.56,0.52,T.Tagovailoa,,,T.Lamar,T.Muse,0.5,0.5,"13-T.Tagovailoa scrambles to CLE 11 for 3 yards (57-T.Lamar,19-T.Muse)."
Clemson,3Q,9,125,42,1,run,4,not successful,0.25,,0.45,0.33,T.Etienne,,,R.Davis,,1,,9-T.Etienne to CLE 15 for 4 yards (99-R.Davis).
Clemson,3Q,9,126,43,2,pass,12,successful,,0.52,0.46,0.32,,T.Lawrence,D.Overton,,,,,16-T.Lawrence complete to 14-D.Overton. 14-D.Overton to CLE 27 for 12 yards.
Clemson,3Q,9,127,44,1,run,-2,not successful,0.23,,0.45,0.34,T.Etienne,,,A.Jennings,Q.Williams,0.5,0.5,"9-T.Etienne to CLE 25 for -2 yards (33-A.Jennings,92-Q.Williams)."
Clemson,3Q,9,128,45,2,pass,,not successful,,0.50,0.44,0.33,,T.Lawrence,J.Ross,,,,,16-T.Lawrence incomplete. Intended for 8-J.Ross.
Clemson,3Q,9,129,46,3,pass,37,explosive,,0.52,0.45,0.33,,T.Lawrence,J.Ross,J.Mayden,,1,,16-T.Lawrence complete to 8-J.Ross. 8-J.Ross pushed ob at BAMA 38 for 37 yards (21-J.Mayden).
Clemson,3Q,9,130,47,1,run,0,not successful,0.21,,0.44,0.34,A.Choice,,,I.Buggs,,1,,26-A.Choice to BAMA 38 for no gain (49-I.Buggs).
Clemson,3Q,9,131,48,2,pass,0,not successful,,0.50,0.43,0.33,,T.Lawrence,J.Ross,,,,,"16-T.Lawrence complete to 8-J.Ross. 8-J.Ross to BAMA 37, FUMBLES. 99-R.Davis to BAMA 35 for no gain."
Clemson,3Q,9,132,49,2,pass,1,not successful,,0.48,0.42,0.33,,T.Lawrence,J.Ross,D.Moses,,1,,16-T.Lawrence complete to 8-J.Ross. 8-J.Ross to BAMA 37 for 1 yard (32-D.Moses).
Clemson,3Q,9,133,50,3,pass,17,explosive,,0.50,0.43,0.32,,T.Lawrence,J.Ross,J.Jobe,,1,,16-T.Lawrence complete to 8-J.Ross. 8-J.Ross pushed ob at BAMA 20 for 17 yards (28-J.Jobe).
Clemson,3Q,9,134,51,1,run,11,successful,0.27,,0.45,0.33,T.Etienne,,,,,,,9-T.Etienne runs ob at BAMA 9 for 11 yards.
Clemson,3Q,9,135,52,1,run,3,not successful,0.25,,0.44,0.35,T.Feaster,,,D.Thompson,,1,,28-T.Feaster to BAMA 6 for 3 yards (14-D.Thompson).
Clemson,3Q,9,136,53,2,run,1,not successful,0.24,,0.43,0.36,T.Lawrence,,,Q.Williams,,1,,16-T.Lawrence to BAMA 5 for 1 yard (92-Q.Williams).
Clemson,3Q,9,137,54,3,pass,5,successful,,0.52,0.44,0.35,,T.Lawrence,T.Higgins,,,,, 16-T.Lawrence complete to 5-T.Higgins. 5-T.Higgins runs 5 yards for a touchdown.
Alabama,3Q,11,141,66,1,pass,,not successful,,0.47,0.55,0.52,,T.Tagovailoa,D.Smith,,,,,13-T.Tagovailoa incomplete. Intended for 6-D.Smith.
Alabama,3Q,11,142,67,2,pass,,not successful,,0.45,0.54,0.51,,T.Tagovailoa,H.Ruggs,,,,,13-T.Tagovailoa incomplete. Intended for 11-H.Ruggs.
Alabama,3Q,11,143,68,3,pass,48,explosive,,0.47,0.55,0.50,,T.Tagovailoa,J.Jeudy,A.Terrell,,1,,13-T.Tagovailoa complete to 4-J.Jeudy. 4-J.Jeudy to CLE 27 for 48 yards (8-A.Terrell).
Alabama,4Q,12,144,69,1,pass,,not successful,,0.45,0.54,0.49,,T.Tagovailoa,D.Smith,,,,,13-T.Tagovailoa incomplete. Intended for 6-D.Smith.
Alabama,4Q,12,145,70,2,pass,19,explosive,,0.47,0.55,0.48,,T.Tagovailoa,J.Waddle,I.Simmons,,1,,13-T.Tagovailoa complete to 17-J.Waddle. 17-J.Waddle pushed ob at CLE 8 for 19 yards (11-I.Simmons).
Alabama,4Q,12,146,71,1,pass,7,successful,,0.49,0.55,0.48,,T.Tagovailoa,D.Harris,X.Thomas,,1,,13-T.Tagovailoa complete to 34-D.Harris. 34-D.Harris pushed ob at CLE 1 for 7 yards (3-X.Thomas).
Alabama,4Q,12,147,72,2,run,0,not successful,0.61,,0.54,0.49,D.Harris,,,C.Wilkins,K.Joseph,0.5,0.5,"34-D.Harris to CLE 1 for no gain (42-C.Wilkins,34-K.Joseph)."
Alabama,4Q,12,148,73,3,run,-1,not successful,0.59,,0.54,0.49,D.Harris,,,C.Wilkins,C.Ferrell,0.5,0.5,"34-D.Harris to CLE 2 for -1 yard (42-C.Wilkins,99-C.Ferrell)."
Alabama,4Q,12,149,74,4,run,-7,not successful,0.57,,0.53,0.50,T.Tagovailoa,,,C.Ferrell,,1,,13-T.Tagovailoa to CLE 9 for -7 yards (99-C.Ferrell).
Clemson,4Q,10,150,55,1,run,-1,not successful,0.22,,0.43,0.37,A.Choice,,,A.Jennings,,1,,26-A.Choice to CLE 8 for -1 yard (33-A.Jennings).
Clemson,4Q,10,151,56,2,pass,,not successful,,0.50,0.42,0.36,,T.Lawrence,D.Kendrick,,,,,16-T.Lawrence incomplete. Intended for 10-D.Kendrick.
Clemson,4Q,10,152,57,3,pass,,not successful,,0.48,0.42,0.35,,T.Lawrence,J.Ross,,,,,16-T.Lawrence incomplete. Intended for 8-J.Ross.
Alabama,4Q,13,154,75,1,pass,,not successful,,0.47,0.52,0.49,,J.Hurts,D.Smith,,,,,2-J.Hurts incomplete. Intended for 6-D.Smith.
Alabama,4Q,13,155,76,2,pass,-4,not successful,,0.46,0.51,0.49,,J.Hurts,,C.Wilkins,X.Thomas,0.5,0.5,"2-J.Hurts sacked at BAMA 44 for -4 yards (42-C.Wilkins,3-X.Thomas)."
Alabama,4Q,13,156,77,3,pass,,not successful,,0.45,0.51,0.48,,J.Hurts,H.Ruggs,,,,,2-J.Hurts incomplete. Intended for 11-H.Ruggs.
Clemson,4Q,11,158,59,1,run,2,not successful,0.21,,0.41,0.37,T.Etienne,,,X.McKinney,,1,,9-T.Etienne to CLE 3 for 2 yards (15-X.McKinney).
Clemson,4Q,11,159,60,2,run,7,successful,0.25,,0.42,0.38,T.Lawrence,,,X.McKinney,,1,,16-T.Lawrence to CLE 10 for 7 yards (15-X.McKinney).
Clemson,4Q,11,160,61,3,run,7,successful,0.29,,0.43,0.39,T.Etienne,,,X.McKinney,,1,,9-T.Etienne to CLE 17 for 7 yards (15-X.McKinney).
Clemson,4Q,11,161,62,1,run,2,not successful,0.27,,0.42,0.40,T.Etienne,,,I.Buggs,J.Mosley,0.5,0.5,"9-T.Etienne to CLE 19 for 2 yards (49-I.Buggs,16-J.Mosley)."
