team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Clemson,2Q,4,40,18,3,pass,16,explosive,,0.38,0.40,0.47,,T.Lawrence,T.Higgins,S.Duck,,1,,16-T.Lawrence complete to 5-T.Higgins. 5-T.Higgins to CLE 44 for 16 yards (29-S.Duck).
Clemson,2Q,4,41,19,1,run,9,successful,0.50,,0.44,0.50,L.Dixon,,,C.Surratt,M.Dorn,0.5,0.5,"23-L.Dixon to NC 47 for 9 yards (21-C.Surratt,1-M.Dorn)."
Clemson,2Q,4,42,20,2,run,6,successful,0.56,,0.47,0.53,T.Etienne,,,J.Gemmel,,1,,9-T.Etienne to NC 41 for 6 yards (44-J.Gemmel).
Clemson,2Q,4,43,21,1,pass,31,explosive,,0.44,0.50,0.50,,T.Lawrence,J.Ross,S.Duck,,1,,16-T.Lawrence complete to 8-J.Ross. 8-J.Ross to NC 10 for 31 yards (29-S.Duck).
Clemson,2Q,4,44,22,1,run,-3,not successful,0.50,,0.47,0.53,T.Lawrence,,,C.Surratt,,1,,16-T.Lawrence to NC 13 for -3 yards (21-C.Surratt).
Clemson,2Q,4,45,23,2,run,13,successful,0.55,,0.50,0.55,T.Etienne,,,,,,, 9-T.Etienne runs 13 yards for a touchdown.
North Carolina,2Q,4,48,20,1,pass,-7,not successful,,0.42,0.39,0.33,,S.Howell,,J.Williams,,1,,7-S.Howell sacked at NC 18 for -7 yards (59-J.Williams).
North Carolina,2Q,4,49,21,2,run,8,not successful,0.29,,0.37,0.37,M.Carter,,,I.Simmons,C.Smith,0.5,0.5,"8-M.Carter to NC 26 for 8 yards (11-I.Simmons,43-C.Smith)."
North Carolina,2Q,4,50,22,3,pass,,not successful,,0.38,0.35,0.35,,S.Howell,D.Brown,,,,,7-S.Howell incomplete. Intended for 2-D.Brown.
Clemson,2Q,5,52,24,1,run,9,successful,0.58,,0.52,0.57,T.Etienne,,,M.Dorn,C.Surratt,0.5,0.5,"9-T.Etienne to CLE 37 for 9 yards (1-M.Dorn,21-C.Surratt)."
Clemson,2Q,5,53,25,2,run,,not successful,0.54,,0.50,0.59,T.Etienne,,,J.Gemmel,,,,"9-T.Etienne to CLE 42, FUMBLES (44-J.Gemmel). 55-J.Strowbridge to CLE 42 for no gain."
North Carolina,2Q,5,54,24,1,run,31,explosive,0.38,,0.38,0.38,M.Carter,,,T.Muse,,1,,8-M.Carter pushed ob at CLE 11 for 31 yards (19-T.Muse).
North Carolina,2Q,5,55,25,1,pass,4,not successful,,0.36,0.36,0.36,,S.Howell,B.Corrales,A.Terrell,,1,,7-S.Howell complete to 15-B.Corrales. 15-B.Corrales pushed ob at CLE 7 for 4 yards (8-A.Terrell).
North Carolina,2Q,5,57,27,2,run,2,not successful,0.33,,0.35,0.39,M.Carter,,,J.Skalski,C.Smith,0.5,0.5,"8-M.Carter to CLE 10 for 2 yards (47-J.Skalski,43-C.Smith)."
North Carolina,2Q,5,58,28,3,pass,10,successful,,0.40,0.38,0.38,,S.Howell,B.Corrales,,,,, 7-S.Howell complete to 15-B.Corrales. 15-B.Corrales runs 10 yards for a touchdown.
Clemson,2Q,6,61,26,1,run,2,not successful,0.50,,0.48,0.61,T.Etienne,,,T.Morrison,B.Ross,0.5,0.5,"9-T.Etienne to CLE 27 for 2 yards (4-T.Morrison,56-B.Ross)."
