team,quarter,drive_team,play_count,play_count_team,down,red_zone,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Auburn,1Q,1,2,1,1,Normal,pass,1,not successful,,0.00,0.00,0.00,,J.Stidham,D.Slayton,M.Fitzpatrick,,1,,8-J.Stidham complete to 81-D.Slayton. 81-D.Slayton to AUB 26 for 1 yard (29-M.Fitzpatrick).
Auburn,1Q,1,3,2,2,Normal,pass,11,successful,,0.50,0.50,0.00,,J.Stidham,R.Davis,R.Harrison,,1,,8-J.Stidham complete to 23-R.Davis. 23-R.Davis to AUB 37 for 11 yards (15-R.Harrison).
Auburn,1Q,1,4,3,1,Normal,pass,3,not successful,,0.33,0.33,0.00,,J.Stidham,D.Slayton,L.Wallace,,1,,8-J.Stidham complete to 81-D.Slayton. 81-D.Slayton pushed ob at AUB 40 for 3 yards (39-L.Wallace).
Auburn,1Q,1,5,4,2,Normal,run,-4,not successful,0.00,,0.25,0.25,K.Johnson,,,R.Evans,,1,,21-K.Johnson to AUB 36 for -4 yards (32-R.Evans).
Auburn,1Q,1,6,5,3,Normal,run,9,not successful,0.00,,0.20,0.40,J.Stidham,,,A.Averett,T.Brown,0.5,0.5,"8-J.Stidham scrambles to AUB 45 for 9 yards (28-A.Averett,2-T.Brown)."
Alabama,1Q,1,8,1,1,Normal,run,9,successful,1.00,,1.00,1.00,D.Harris,,,T.Williams,,1,,34-D.Harris to BAMA 23 for 9 yards (30-T.Williams).
Alabama,1Q,1,9,2,2,Normal,pass,8,successful,,1.00,1.00,0.50,,J.Hurts,D.Harris,M.Davidson,S.Roberts,0.5,0.5,"2-J.Hurts complete to 34-D.Harris. 34-D.Harris to BAMA 31 for 8 yards (3-M.Davidson,14-S.Roberts)."
Alabama,1Q,1,10,3,1,Normal,pass,,not successful,,0.50,0.67,0.33,,J.Hurts,,,,,,2-J.Hurts incomplete.
Alabama,1Q,1,11,4,2,Normal,run,12,successful,1.00,,0.75,0.50,R.Foster,,,T.Matthews,D.Davis,0.5,0.5,"1-R.Foster to BAMA 43 for 12 yards (28-T.Matthews,57-D.Davis)."
Alabama,1Q,1,12,5,1,Normal,pass,5,successful,,0.67,0.80,0.40,,J.Hurts,C.Ridley,J.Davis,,1,,2-J.Hurts complete to 3-C.Ridley. 3-C.Ridley to BAMA 48 for 5 yards (13-J.Davis).
Alabama,1Q,1,13,6,2,Normal,run,2,not successful,0.67,,0.67,0.50,D.Harris,,,T.Matthews,M.Davidson,0.5,0.5,"34-D.Harris to BAMA 50 for 2 yards (28-T.Matthews,3-M.Davidson)."
Alabama,1Q,1,14,7,3,Normal,run,2,not successful,0.50,,0.57,0.57,J.Hurts,,,S.Roberts,,1,,2-J.Hurts pushed ob at AUB 48 for 2 yards (14-S.Roberts).
Auburn,1Q,2,16,7,1,Normal,pass,5,successful,,0.50,0.33,0.33,,J.Stidham,R.Davis,M.Fitzpatrick,D.Hand,0.5,0.5,"8-J.Stidham complete to 23-R.Davis. 23-R.Davis to AUB 11 for 5 yards (29-M.Fitzpatrick,9-D.Hand)."
Auburn,1Q,2,17,8,2,Normal,run,15,explosive,0.33,,0.43,0.43,K.Johnson,,,H.Jones,R.Harrison,0.5,0.5,"21-K.Johnson to AUB 26 for 15 yards (6-H.Jones,15-R.Harrison)."
Auburn,1Q,2,18,9,1,Normal,run,1,not successful,0.25,,0.38,0.50,J.Stidham,,,D.Hand,,1,,8-J.Stidham to AUB 27 for 1 yard (9-D.Hand).
Auburn,1Q,2,19,10,2,Normal,pass,,not successful,,0.40,0.33,0.44,,J.Stidham,N.Craig-Myers,,,,,8-J.Stidham incomplete. Intended for 3-N.Craig-Myers.
Auburn,1Q,2,20,11,3,Normal,pass,25,explosive,,0.50,0.40,0.40,,J.Stidham,N.Craig-Myers,R.Harrison,T.Brown,0.5,0.5,"8-J.Stidham complete to 3-N.Craig-Myers. 3-N.Craig-Myers to BAMA 48 for 25 yards (15-R.Harrison,2-T.Brown)."
Auburn,1Q,2,21,12,1,Normal,pass,23,explosive,,0.57,0.45,0.36,,J.Stidham,D.Slayton,,,,,8-J.Stidham complete to 81-D.Slayton. 81-D.Slayton to BAMA 25 for 23 yards.
Auburn,1Q,2,22,13,1,Normal,pass,0,not successful,,0.50,0.42,0.33,,J.Stidham,E.Stove,H.Jones,,1,,8-J.Stidham complete to 12-E.Stove. 12-E.Stove to BAMA 25 for no gain (6-H.Jones).
Auburn,1Q,2,23,14,2,Normal,pass,5,not successful,,0.44,0.38,0.31,,J.Stidham,J.Harris,A.Jennings,,1,,8-J.Stidham complete to 85-J.Harris. 85-J.Harris to BAMA 20 for 5 yards (33-A.Jennings).
Auburn,1Q,2,24,15,3,Normal,pass,10,successful,,0.50,0.43,0.29,,J.Stidham,K.Johnson,,,,,8-J.Stidham complete to 21-K.Johnson. 21-K.Johnson runs ob at BAMA 10 for 10 yards.
Auburn,1Q,2,25,16,1,Red Zone,run,4,not successful,0.20,,0.40,0.33,K.Johnson,,,R.Evans,,1,,21-K.Johnson to BAMA 7 for 4 yards (32-R.Evans).
Auburn,1Q,2,26,17,2,Red Zone,run,4,not successful,0.17,,0.38,0.38,K.Johnson,,,R.Davis,,1,,21-K.Johnson to BAMA 3 for 4 yards (99-R.Davis).
Auburn,1Q,2,27,18,3,Red Zone,pass,3,successful,,0.55,0.41,0.35,,K.Johnson,N.Craig-Myers,,,,, 21-K.Johnson complete to 3-N.Craig-Myers. 3-N.Craig-Myers runs 3 yards for a touchdown.
Alabama,1Q,2,30,9,1,Normal,run,0,not successful,0.40,,0.50,0.63,J.Hurts,,,D.Russell,T.Williams,0.5,0.5,"2-J.Hurts to BAMA 25 for no gain (95-D.Russell,30-T.Williams)."
Alabama,1Q,2,31,10,2,Normal,pass,15,successful,,0.75,0.56,0.56,,J.Hurts,C.Ridley,,,,,"2-J.Hurts incomplete. Intended for 3-C.Ridley. Penalty on AUB 13-J.Davis, Pass interference, 15 yards, enforced at BAMA 25. No Play."
Alabama,1Q,2,32,11,1,Normal,run,17,explosive,0.50,,0.60,0.60,J.Hurts,,,T.Matthews,,1,,2-J.Hurts to AUB 43 for 17 yards (28-T.Matthews).
Alabama,1Q,2,33,12,1,Normal,pass,-15,not successful,,0.60,0.55,0.55,,J.Hurts,B.Scarbrough,D.Davis,,1,,"2-J.Hurts complete to 9-B.Scarbrough. 9-B.Scarbrough to AUB 41 for 2 yards (57-D.Davis). Penalty on BAMA 73-J.Williams, Personal Foul, 15 yards, enforced at AUB 41."
Alabama,1Q,2,34,13,1,Normal,pass,-4,not successful,,0.50,0.50,0.50,,J.Hurts,,D.Davis,,1,,2-J.Hurts sacked at BAMA 40 for -4 yards (57-D.Davis).
Alabama,1Q,2,35,14,2,Normal,run,,not successful,0.43,,0.46,0.54,J.Hurts,,,D.Brown,,,,"2-J.Hurts to BAMA 44, FUMBLES (5-D.Brown). 30-T.Williams to BAMA 44 for no gain."
Auburn,1Q,3,36,19,1,Normal,pass,11,successful,,0.58,0.44,0.33,,J.Stidham,K.Johnson,R.Evans,,1,,8-J.Stidham complete to 21-K.Johnson. 21-K.Johnson to BAMA 33 for 11 yards (32-R.Evans).
Auburn,1Q,3,37,20,1,Normal,run,2,not successful,0.14,,0.42,0.37,K.Johnson,,,C.Miller,,1,,21-K.Johnson to BAMA 31 for 2 yards (47-C.Miller).
Auburn,1Q,3,38,21,2,Normal,run,4,not successful,0.13,,0.40,0.40,K.Johnson,,,L.Wallace,I.Buggs,0.5,0.5,"21-K.Johnson to BAMA 27 for 4 yards (39-L.Wallace,49-I.Buggs)."
Auburn,1Q,3,39,22,3,Normal,pass,9,successful,,0.62,0.43,0.38,,J.Stidham,R.Davis,H.Jones,,1,,8-J.Stidham complete to 23-R.Davis. 23-R.Davis to BAMA 18 for 9 yards (6-H.Jones).
Auburn,1Q,3,40,23,1,Red Zone,pass,12,successful,,0.64,0.45,0.36,,J.Stidham,R.Davis,L.Wallace,,1,,8-J.Stidham complete to 23-R.Davis. 23-R.Davis to BAMA 6 for 12 yards (39-L.Wallace).
Auburn,1Q,3,41,24,1,Red Zone,run,2,not successful,0.11,,0.43,0.39,K.Johnson,,,I.Buggs,R.Evans,0.5,0.5,"21-K.Johnson to BAMA 4 for 2 yards (49-I.Buggs,32-R.Evans)."
Auburn,1Q,3,42,25,2,Red Zone,pass,,not successful,,0.60,0.42,0.38,,J.Stidham,D.Slayton,,,,,8-J.Stidham incomplete. Intended for 81-D.Slayton.
Auburn,1Q,3,43,26,3,Red Zone,run,0,not successful,0.10,,0.40,0.40,J.Stidham,,,,,,,"8-J.Stidham to BAMA 9, FUMBLES. 94-D.Payne to BAMA 9 for no gain."
Alabama,2Q,3,44,15,1,Normal,run,5,successful,0.50,,0.50,0.57,J.Hurts,,,A.Williams,T.Matthews,0.5,0.5," 2-J.Hurts to BAMA 14 for 5 yards (79-A.Williams,28-T.Matthews)."
Alabama,2Q,3,45,16,2,Normal,pass,,not successful,,0.43,0.47,0.53,,J.Hurts,C.Ridley,,,,,2-J.Hurts incomplete. Intended for 3-C.Ridley.
Alabama,2Q,3,46,17,3,Normal,pass,,not successful,,0.38,0.44,0.50,,J.Hurts,R.Foster,,,,,2-J.Hurts incomplete. Intended for 1-R.Foster.
Alabama,2Q,3,47,18,4,Normal,penalty,,not successful,,,0.41,,,,,,,,,"Team penalty on BAMA, Personal Foul, offsetting. Team penalty on AUB, Personal Foul, offsetting."
Auburn,2Q,4,49,27,1,Normal,pass,0,not successful,,0.56,0.38,0.38,,J.Stidham,K.Johnson,D.Moses,,1,,8-J.Stidham complete to 21-K.Johnson. 21-K.Johnson to AUB 22 for no gain (18-D.Moses).
