Team,Play_num_team,Drive,Play_num_drive,Quarter,New_q,New_q_team,Play_type,Result_final,1st_down,Points,SR_run_cume,SR_pass_cume,runRate_cume
Auburn,51,7,9,3,,,run,Not successful,,,0.21,0.54,0.50
Auburn,52,7,10,3,,,pass,Not successful,,,0.21,0.52,0.49
Auburn,53,7,11,3,,,pass,Not successful,,,0.21,0.50,0.48
Alabama,32,7,2,3,,,run,Successful,,,0.52,0.45,0.66
Alabama,33,7,3,3,,,run,Not successful,,,0.50,0.45,0.67
Alabama,34,7,4,3,,,pass,Not successful,,,0.50,0.42,0.65
Auburn,54,8,1,3,,,run,Not successful,,,0.20,0.50,0.49
Auburn,55,8,2,3,,,run,Not successful,,,0.19,0.50,0.50
Auburn,56,8,3,3,,,pass,Explosive,1st down,,0.19,0.52,0.49
Auburn,57,8,4,3,,,run,Not successful,,,0.19,0.52,0.50
Auburn,58,8,5,3,,,pass,Not successful,,,0.19,0.50,0.49
Auburn,59,8,6,3,,,run,Successful,1st down,,0.21,0.50,0.50
Auburn,60,8,7,3,,,run,Not successful,,,0.21,0.50,0.51
Auburn,61,8,8,3,,,run,Successful,1st down,,0.23,0.50,0.52
Auburn,62,8,9,3,,,run,Not successful,,,0.23,0.50,0.53
Auburn,63,8,10,3,,,run,Successful,,,0.25,0.50,0.53
Auburn,64,8,11,3,,,run,Successful,1st down,,0.27,0.50,0.54
Auburn,65,8,12,3,,,run,Successful,,6,0.29,0.50,0.55
Alabama,35,8,2,3,,,no play,Not successful,,,0.50,0.42,0.65
Alabama,36,8,3,3,,,pass,Successful,1st down,,0.50,0.46,0.63
Alabama,37,8,4,3,,,run,Successful,,,0.52,0.46,0.64
Alabama,38,8,5,3,,,run,Successful,1st down,,0.54,0.46,0.65
Alabama,39,8,6,3,,,pass,Not successful,,,0.54,0.43,0.63
Alabama,40,8,7,3,,,pass,Not successful,,,0.54,0.40,0.62
Alabama,41,8,8,3,,,no play,Not successful,,,0.54,0.40,0.62
Alabama,42,8,9,3,,,pass,Not successful,,,0.54,0.38,0.60
Alabama,43,8,10,3,,,pass,Not successful,,,0.54,0.35,0.59
Auburn,66,9,1,3,,,run,Not successful,,,0.29,0.50,0.56
Auburn,67,9,2,3,,,pass,Successful,1st down,,0.29,0.52,0.55
Auburn,68,10,1,4,4,4,run,Explosive,1st down,,0.31,0.52,0.55
Auburn,69,10,2,4,,,run,Not successful,,,0.30,0.52,0.56
Auburn,70,10,3,4,,,pass,Explosive,1st down,,0.30,0.53,0.55
Auburn,71,10,4,4,,,run,Not successful,,,0.29,0.53,0.56
Auburn,72,10,5,4,,,run,Explosive,,6,0.31,0.53,0.57
Alabama,44,9,2,4,,4,run,Not successful,,,0.52,0.35,0.60
Alabama,45,9,3,4,,,pass,Successful,,,0.52,0.39,0.58
Alabama,46,9,4,4,,,run,Successful,1st down,,0.54,0.39,0.59
Alabama,47,9,5,4,,,run,Not successful,,,0.52,0.39,0.60
Alabama,48,9,6,4,,,pass,Not successful,,,0.52,0.37,0.59
Alabama,49,9,7,4,,,run,Explosive,1st down,,0.54,0.37,0.60
Alabama,50,9,8,4,,,run,Successful,,,0.55,0.37,0.60
Alabama,51,9,9,4,,,pass,Not successful,,,0.55,0.35,0.59
Alabama,52,9,10,4,,,run,Not successful,,,0.53,0.35,0.60
Alabama,53,9,11,4,,,no play,Not successful,,,0.53,0.35,0.60
Alabama,54,9,12,4,,,pass,Not successful,,,0.53,0.33,0.59
Auburn,73,11,1,4,,,run,Successful,,,0.33,0.53,0.57
Auburn,74,11,2,4,,,run,Not successful,,,0.32,0.53,0.58
Auburn,75,11,3,4,,,run,Not successful,,,0.31,0.53,0.58
Auburn,76,11,4,4,,,no play,Successful,1st down,,0.31,0.53,0.58
Auburn,77,11,5,4,,,run,Not successful,,,0.30,0.53,0.59
Auburn,78,11,6,4,,,run,Successful,,,0.32,0.53,0.59
Auburn,79,11,7,4,,,run,Not successful,,,0.31,0.53,0.60
Alabama,55,10,1,4,,,run,Successful,,,0.55,0.33,0.60
Alabama,56,10,2,4,,,run,Successful,1st down,,0.56,0.33,0.60
Alabama,57,10,3,4,,,pass,Not successful,,,0.56,0.32,0.59
Alabama,58,10,4,4,,,pass,Not successful,,,0.56,0.30,0.58
Alabama,59,10,5,4,,,run,Successful,1st down,,0.58,0.30,0.59
Alabama,60,10,6,4,,,run,Not successful,,,0.56,0.30,0.60
Alabama,61,10,7,4,,,pass,Explosive,1st down,,0.56,0.33,0.59
Alabama,62,10,8,4,,,pass,Not successful,,,0.56,0.32,0.58
Alabama,63,10,9,4,,,no play,Not successful,,,0.56,0.32,0.58
Alabama,64,10,10,4,,,pass,Not successful,,,0.56,0.31,0.57
Alabama,65,10,11,4,,,pass,Not successful,,,0.56,0.30,0.56
Alabama,66,10,12,4,,,penalty,Not successful,,,0.56,0.30,0.56
Auburn,80,12,1,4,,,run,Not successful,,,0.30,0.53,0.61
Auburn,81,12,2,4,,,run,Not successful,,,0.30,0.53,0.61
Auburn,82,12,3,4,,,run,Not successful,,,0.29,0.53,0.62
Alabama,67,11,1,4,,,pass,Explosive,1st down,,0.56,0.32,0.55
